Model,Plant,Month,U.S.A,Canada,Mexico,Europe,Eastern Europe,Latin America,Middle East,Africa,Asia Pacific,India,China,Korea
Seltos,China Plants,23-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,India Plants,23-06,0.0,0.0,0.0,0.0,0.0,837.0,589.0,680.0,114.0,7657.0,0.0,0.0
Seltos,India Plants,23-06,0.0,0.0,1602.0,0.0,0.0,910.0,624.0,345.0,111.0,5893.0,0.0,0.0
Carens,India Plants,23-06,0.0,0.0,0.0,0.0,0.0,246.0,245.0,93.0,52.0,7129.0,0.0,0.0
Carnival,India Plants,23-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morning,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,68.0,0.0,0.0,0.0
Pegas,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0
K3,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0
K5,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
K8,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,188.0,0.0,0.0,0.0
Stonic,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0
Niro,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,660.0,0.0,350.0,0.0,76.0,0.0,0.0,0.0
Sorento,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,59.0,0.0,0.0,0.0
Carens,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Carens,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0
Carnival,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0
Bongo,CKD (excl. Russia),23-06,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,822.0,0.0,0.0,0.0
Bongo,Special Vehicle,23-06,0.0,0.0,0.0,0.0,57.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0
Millitary,Special Vehicle,23-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,23-06,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
Millitary,Special Vehicle,23-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,23-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
Morning,Korean Plant,23-07,0.0,0.0,0.0,6979.0,449.0,1869.0,624.0,783.0,1000.0,0.0,0.0,0.0
Rio,Korean Plant,23-07,0.0,0.0,0.0,2961.0,93.0,68.0,144.0,838.0,712.0,0.0,0.0,0.0
K3,Korean Plant,23-07,0.0,81.0,100.0,0.0,122.0,12.0,391.0,319.0,345.0,0.0,0.0,0.0
K5,Korean Plant,23-07,0.0,0.0,0.0,0.0,337.0,8.0,766.0,3.0,4.0,0.0,0.0,0.0
Stinger,Korean Plant,23-07,464.0,68.0,4.0,116.0,20.0,0.0,11.0,0.0,101.0,0.0,0.0,0.0
K8,Korean Plant,23-07,0.0,0.0,0.0,0.0,4.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0
K9,Korean Plant,23-07,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stonic,Korean Plant,23-07,0.0,0.0,0.0,4674.0,471.0,210.0,271.0,152.0,858.0,0.0,0.0,0.0
Seltos,Korean Plant,23-07,5251.0,1251.0,0.0,0.0,508.0,554.0,189.0,0.0,878.0,0.0,0.0,0.0
Soul,Korean Plant,23-07,5123.0,203.0,260.0,0.0,41.0,204.0,0.0,0.0,16.0,0.0,0.0,0.0
Soul,Korean Plant,23-07,0.0,155.0,0.0,120.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Niro,Korean Plant,23-07,1972.0,177.0,195.0,2024.0,1.0,89.0,122.0,67.0,237.0,0.0,0.0,0.0
Niro,Korean Plant,23-07,1140.0,670.0,0.0,3536.0,48.0,8.0,23.0,14.0,187.0,0.0,0.0,0.0
Niro,Korean Plant,23-07,0.0,0.0,0.0,0.0,0.0,0.0,786.0,4.0,15.0,0.0,0.0,0.0
Niro,Korean Plant,23-07,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0
EV6,Korean Plant,23-07,1937.0,449.0,0.0,3300.0,2.0,16.0,17.0,21.0,403.0,29.0,0.0,0.0
EV9,Korean Plant,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,Korean Plant,23-07,5493.0,1440.0,922.0,0.0,1238.0,662.0,0.0,0.0,1766.0,0.0,0.0,0.0
Sorento,Korean Plant,23-07,2450.0,41.0,0.0,1709.0,519.0,171.0,1600.0,87.0,578.0,0.0,0.0,0.0
Mohave / Borrego,Korean Plant,23-07,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carnival,Korean Plant,23-07,5285.0,670.0,0.0,0.0,50.0,178.0,306.0,55.0,1605.0,0.0,0.0,0.0
Bongo,Korean Plant,23-07,0.0,0.0,0.0,0.0,210.0,780.0,1088.0,190.0,250.0,0.0,0.0,0.0
Bus,Korean Plant,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ceed,Slovakia Plant,23-07,0.0,0.0,0.0,6903.0,259.0,0.0,82.0,19.0,3.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,23-07,0.0,0.0,0.0,3624.0,134.0,18.0,0.0,109.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,23-07,0.0,0.0,0.0,13163.0,873.0,606.0,1776.0,884.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,23-07,2358.0,299.0,3905.0,0.0,0.0,872.0,234.0,144.0,0.0,0.0,0.0,0.0
K3,Mexico Plant,23-07,11004.0,830.0,820.0,0.0,0.0,88.0,0.0,0.0,8.0,0.0,0.0,0.0
Rio,Russia Plant(incl. CKD Sales),23-07,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K3 (CKD),Russia Plant(incl. CKD Sales),23-07,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soul,Russia Plant(incl. CKD Sales),23-07,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seltos,Russia Plant(incl. CKD Sales),23-07,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,Russia Plant(incl. CKD Sales),23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,23-07,6215.0,47.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,23-07,6360.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,23-07,6119.0,535.0,191.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,23-07,9759.0,417.0,0.0,0.0,0.0,5.0,173.0,0.0,1.0,0.0,0.0,0.0
Pegas,China Plants,23-07,0.0,0.0,0.0,0.0,0.0,2104.0,2113.0,184.0,145.0,0.0,158.0,0.0
K3,China Plants,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
K3,China Plants,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,0.0
K5,China Plants,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0
KX1,China Plants,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,611.0,0.0
KX3,China Plants,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.0,0.0
Zhipao,China Plants,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.0,0.0
Sportage,China Plants,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,0.0
KX7,China Plants,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carnival,China Plants,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0
Sonet,China Plants,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seltos,China Plants,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,India Plants,23-07,0.0,0.0,0.0,0.0,0.0,1043.0,573.0,432.0,147.0,5185.0,0.0,0.0
Seltos,India Plants,23-07,0.0,0.0,1310.0,0.0,0.0,845.0,653.0,313.0,96.0,6261.0,0.0,0.0
Carens,India Plants,23-07,0.0,0.0,0.0,0.0,0.0,442.0,311.0,62.0,46.0,5050.0,0.0,0.0
Carnival,India Plants,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morning,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,130.0,0.0,0.0,0.0
Pegas,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0
K3,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0
K5,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0
K8,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,0.0,359.0,0.0,0.0,796.0,0.0,0.0,0.0
Stonic,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0
Niro,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,735.0,0.0,200.0,0.0,238.0,0.0,0.0,0.0
Sorento,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,114.0,0.0,0.0,0.0
Carens,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carens,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0
Carnival,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0,0.0,0.0,0.0
Bongo,CKD (excl. Russia),23-07,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,696.0,0.0,0.0,0.0
Bongo,Special Vehicle,23-07,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0
Millitary,Special Vehicle,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
Millitary,Special Vehicle,23-07,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,23-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
Morning,Korean Plant,23-08,0.0,0.0,0.0,5285.0,476.0,2643.0,884.0,1286.0,1075.0,0.0,0.0,0.0
Rio,Korean Plant,23-08,0.0,0.0,0.0,1581.0,22.0,53.0,83.0,214.0,374.0,0.0,0.0,0.0
K3,Korean Plant,23-08,0.0,40.0,78.0,0.0,187.0,15.0,405.0,15.0,549.0,0.0,0.0,0.0
K5,Korean Plant,23-08,0.0,0.0,0.0,0.0,494.0,8.0,942.0,1.0,15.0,0.0,0.0,0.0
Stinger,Korean Plant,23-08,237.0,34.0,2.0,32.0,35.0,1.0,10.0,0.0,47.0,0.0,0.0,0.0
K8,Korean Plant,23-08,0.0,0.0,0.0,0.0,35.0,0.0,117.0,13.0,0.0,0.0,0.0,0.0
K9,Korean Plant,23-08,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stonic,Korean Plant,23-08,0.0,0.0,0.0,2667.0,625.0,164.0,321.0,121.0,508.0,0.0,0.0,0.0
Seltos,Korean Plant,23-08,4649.0,1888.0,0.0,0.0,619.0,381.0,260.0,0.0,1236.0,0.0,0.0,0.0
Soul,Korean Plant,23-08,4911.0,293.0,217.0,0.0,122.0,205.0,3.0,0.0,5.0,0.0,0.0,0.0
Soul,Korean Plant,23-08,0.0,137.0,0.0,264.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Niro,Korean Plant,23-08,2275.0,80.0,145.0,1880.0,0.0,70.0,256.0,62.0,181.0,0.0,0.0,0.0
Niro,Korean Plant,23-08,1621.0,705.0,0.0,3962.0,126.0,11.0,63.0,14.0,180.0,0.0,0.0,0.0
Niro,Korean Plant,23-08,0.0,0.0,0.0,0.0,0.0,0.0,838.0,1.0,60.0,0.0,0.0,0.0
Niro,Korean Plant,23-08,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0
EV6,Korean Plant,23-08,2449.0,536.0,0.0,4010.0,14.0,6.0,16.0,16.0,399.0,30.0,3.0,0.0
EV9,Korean Plant,23-08,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,Korean Plant,23-08,5049.0,1942.0,812.0,0.0,1079.0,743.0,0.0,0.0,1810.0,0.0,0.0,0.0
Sorento,Korean Plant,23-08,2528.0,10.0,0.0,1729.0,751.0,154.0,982.0,138.0,812.0,0.0,0.0,0.0
Mohave / Borrego,Korean Plant,23-08,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carnival,Korean Plant,23-08,5428.0,876.0,0.0,0.0,145.0,122.0,332.0,26.0,1491.0,0.0,0.0,0.0
Bongo,Korean Plant,23-08,0.0,0.0,0.0,0.0,308.0,941.0,1666.0,178.0,257.0,0.0,0.0,0.0
Bus,Korean Plant,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ceed,Slovakia Plant,23-08,0.0,0.0,0.0,4989.0,285.0,0.0,31.0,29.0,33.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,23-08,0.0,0.0,0.0,2328.0,145.0,8.0,0.0,291.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,23-08,0.0,0.0,0.0,8383.0,664.0,488.0,2094.0,682.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,23-08,2546.0,224.0,3851.0,0.0,0.0,1073.0,193.0,72.0,7.0,0.0,0.0,0.0
K3,Mexico Plant,23-08,11333.0,824.0,1077.0,0.0,0.0,187.0,0.0,0.0,1.0,0.0,0.0,0.0
Rio,Russia Plant(incl. CKD Sales),23-08,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K3 (CKD),Russia Plant(incl. CKD Sales),23-08,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soul,Russia Plant(incl. CKD Sales),23-08,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seltos,Russia Plant(incl. CKD Sales),23-08,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,Russia Plant(incl. CKD Sales),23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,23-08,6480.0,32.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,23-08,7231.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,23-08,5619.0,381.0,179.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,23-08,9791.0,360.0,0.0,0.0,0.0,13.0,121.0,0.0,3.0,0.0,0.0,0.0
Pegas,China Plants,23-08,0.0,0.0,0.0,0.0,0.0,1684.0,1137.0,40.0,146.0,0.0,160.0,0.0
K3,China Plants,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2423.0,0.0
K3,China Plants,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,0.0
K5,China Plants,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0
KX1,China Plants,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,651.0,0.0
KX3,China Plants,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0
Zhipao,China Plants,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,0.0
Sportage,China Plants,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,0.0
KX7,China Plants,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carnival,China Plants,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0
Sonet,China Plants,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seltos,China Plants,23-08,0.0,0.0,661.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,India Plants,23-08,0.0,0.0,0.0,0.0,0.0,1278.0,1112.0,934.0,173.0,5100.0,0.0,0.0
Seltos,India Plants,23-08,0.0,0.0,893.0,0.0,0.0,1015.0,1035.0,318.0,102.0,10296.0,0.0,0.0
Carens,India Plants,23-08,0.0,0.0,0.0,0.0,0.0,346.0,316.0,66.0,79.0,4647.0,0.0,0.0
Carnival,India Plants,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morning,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,97.0,0.0,0.0,0.0
Pegas,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
K3,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0
K5,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
K8,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,1008.0,0.0,0.0,0.0
Stonic,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0,0.0,0.0
Niro,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,336.0,0.0,263.0,0.0,38.0,0.0,0.0,0.0
Sorento,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,59.0,0.0,0.0,0.0
Carens,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carens,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,0.0,0.0
Carnival,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0
Bongo,CKD (excl. Russia),23-08,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,309.0,0.0,0.0,0.0
Bongo,Special Vehicle,23-08,0.0,0.0,0.0,0.0,110.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0
Millitary,Special Vehicle,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
Millitary,Special Vehicle,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,23-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
Morning,Korean Plant,23-09,0.0,0.0,0.0,6584.0,468.0,2167.0,806.0,810.0,1118.0,0.0,0.0,0.0
Rio,Korean Plant,23-09,0.0,0.0,0.0,1527.0,8.0,76.0,92.0,409.0,99.0,0.0,0.0,0.0
K3,Korean Plant,23-09,0.0,25.0,45.0,0.0,66.0,6.0,398.0,68.0,369.0,0.0,0.0,0.0
K5,Korean Plant,23-09,0.0,0.0,0.0,0.0,685.0,9.0,986.0,5.0,10.0,0.0,0.0,0.0
Stinger,Korean Plant,23-09,117.0,20.0,4.0,33.0,11.0,0.0,8.0,0.0,49.0,0.0,0.0,0.0
K8,Korean Plant,23-09,0.0,0.0,0.0,0.0,41.0,0.0,141.0,1.0,1.0,0.0,0.0,0.0
K9,Korean Plant,23-09,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stonic,Korean Plant,23-09,0.0,0.0,0.0,4708.0,554.0,200.0,269.0,88.0,706.0,0.0,0.0,0.0
Seltos,Korean Plant,23-09,4736.0,1657.0,0.0,0.0,573.0,444.0,289.0,0.0,1078.0,0.0,0.0,0.0
Soul,Korean Plant,23-09,5290.0,394.0,205.0,0.0,42.0,206.0,4.0,0.0,3.0,0.0,0.0,0.0
Soul,Korean Plant,23-09,0.0,78.0,0.0,207.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Niro,Korean Plant,23-09,1967.0,145.0,99.0,3522.0,9.0,86.0,138.0,45.0,162.0,0.0,0.0,0.0
Niro,Korean Plant,23-09,785.0,298.0,0.0,4705.0,41.0,8.0,44.0,16.0,212.0,0.0,0.0,0.0
Niro,Korean Plant,23-09,0.0,0.0,0.0,0.0,0.0,0.0,795.0,0.0,41.0,0.0,0.0,0.0
Niro,Korean Plant,23-09,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
EV6,Korean Plant,23-09,2084.0,213.0,0.0,3688.0,19.0,23.0,10.0,27.0,331.0,43.0,96.0,0.0
EV9,Korean Plant,23-09,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Sportage,Korean Plant,23-09,4693.0,1920.0,603.0,0.0,948.0,795.0,0.0,0.0,2484.0,0.0,0.0,0.0
Sorento,Korean Plant,23-09,2224.0,1.0,0.0,2949.0,619.0,307.0,1389.0,139.0,1105.0,0.0,0.0,0.0
Mohave / Borrego,Korean Plant,23-09,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carnival,Korean Plant,23-09,4638.0,383.0,0.0,0.0,121.0,142.0,252.0,13.0,1536.0,0.0,0.0,0.0
Bongo,Korean Plant,23-09,0.0,0.0,0.0,0.0,264.0,1134.0,2030.0,213.0,220.0,0.0,0.0,0.0
Bus,Korean Plant,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ceed,Slovakia Plant,23-09,0.0,0.0,0.0,8318.0,271.0,1.0,87.0,17.0,9.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,23-09,0.0,0.0,0.0,4482.0,117.0,18.0,0.0,385.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,23-09,0.0,0.0,0.0,16203.0,901.0,469.0,1806.0,759.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,23-09,2096.0,492.0,3483.0,0.0,0.0,1250.0,225.0,196.0,12.0,0.0,0.0,0.0
K3,Mexico Plant,23-09,10737.0,1099.0,1109.0,0.0,0.0,194.0,0.0,0.0,10.0,0.0,0.0,0.0
Rio,Russia Plant(incl. CKD Sales),23-09,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K3 (CKD),Russia Plant(incl. CKD Sales),23-09,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soul,Russia Plant(incl. CKD Sales),23-09,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seltos,Russia Plant(incl. CKD Sales),23-09,0.0,0.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,Russia Plant(incl. CKD Sales),23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,23-09,6002.0,88.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,23-09,6869.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,23-09,5879.0,454.0,153.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,23-09,9147.0,428.0,0.0,0.0,0.0,7.0,249.0,0.0,1.0,0.0,0.0,0.0
Pegas,China Plants,23-09,0.0,0.0,0.0,0.0,0.0,1573.0,1005.0,142.0,168.0,0.0,122.0,0.0
